0_x,0_y,1_x,1_y,2_x,2_y
-29.395395,7.726796,-30.159683,9.510051,-30.159683,9.000550
-27.612057,9.000550,-29.650158,7.981547,-27.866820,7.726796
-25.573957,7.472045,-26.083482,8.236298,-26.083482,8.236298
-24.045381,8.236298,-24.554906,7.726796,-24.300144,7.726796
-22.007281,7.472045,-23.281093,7.472045,-21.497755,7.472045
-18.695367,6.707793,-21.242993,7.217295,-20.733468,6.962544
-18.695367,6.707793,-19.204892,6.707793,-18.185842,6.453042
-15.638217,5.943541,-16.402504,6.453042,-17.166792,6.198292
-15.128691,6.198292,-15.892979,6.198292,-13.854879,5.179289
-12.071541,4.415036,-13.090591,7.217295,-12.581066,5.688790
-10.288203,5.434039,-12.071541,4.669787,-10.797728,4.160285
-8.504865,3.650784,-9.014390,5.179289,-9.014390,5.434039
-6.466764,4.924538,-8.250102,4.160285,-6.976289,3.650784
-4.428664,3.396033,-5.957239,3.905535,-4.938189,3.396033
-1.626275,3.141282,-4.683426,4.160285,-3.919139,3.396033
-1.626275,2.122279,-1.881038,3.650784,-0.607225,2.377030
0.921350,2.377030,-0.097700,3.141282,-0.097700,2.631781
3.214213,2.377030,1.430875,2.631781,3.468976,2.631781
4.742789,2.377030,3.723738,3.650784,3.978501,1.867529
6.526127,3.141282,5.252314,1.867529,6.780889,1.867529
8.818990,1.867529,8.054702,3.396033,8.309465,3.141282
11.876140,3.396033,8.818990,1.612778,10.602328,1.867529
12.130903,2.122279,12.130903,2.377030,11.876140,3.396033
14.933291,4.160285,13.404716,3.141282,13.659478,2.631781
15.952342,2.377030,15.188054,3.396033,16.716629,3.396033
19.009492,3.396033,17.226154,3.141282,17.480917,3.396033
19.773780,4.160285,19.264255,3.141282,19.773780,3.650784
22.830931,4.669787,21.811881,4.924538,22.066643,3.905535
23.340456,5.434039,22.321406,3.650784,23.849981,4.669787
26.397607,4.415036,25.378556,5.688790,25.378556,4.924538
27.926182,6.198292,26.142844,4.415036,26.652369,4.669787
28.690470,5.434039,29.454757,5.688790,29.964283,6.453042
32.257146,7.472045,29.964283,5.943541,30.728570,5.434039
33.276196,6.198292,32.257146,6.453042,34.295246,7.472045
36.333347,7.981547,34.550009,7.726796,34.295246,6.453042
36.588109,7.472045,36.588109,7.472045,37.861922,7.217295
40.154785,7.981547,38.116685,8.491048,38.371447,7.726796
40.919073,8.236298,39.390497,7.472045,41.683361,7.472045
44.230986,7.726796,42.447648,9.000550,42.702411,9.510051
44.740511,9.510051,43.466699,7.981547,44.485749,7.981547
46.778612,8.236298,46.523849,9.510051,46.778612,9.764802
48.816712,9.764802,47.033374,9.000550,48.816712,8.236298
50.854813,8.745799,50.345288,9.510051,50.600050,9.510051
52.892913,9.255301,51.873863,9.764802,51.619101,9.510051
53.911964,9.255301,53.911964,8.745799,54.931014,9.000550
57.478640,9.255301,55.185776,9.764802,55.695302,9.510051
57.733402,8.745799,57.223877,8.745799,58.497690,9.510051
61.045315,7.981547,59.261978,10.019553,59.261978,9.764802
61.554841,9.764802,61.045315,8.745799,62.064366,7.981547
64.357229,7.981547,63.083416,9.000550,64.102466,9.255301
66.140567,9.000550,64.102466,8.491048,65.631042,7.981547
67.923905,7.472045,67.669142,8.236298,67.414380,8.745799
69.707243,8.491048,68.178667,7.981547,69.452480,7.472045
72.000106,7.981547,71.235818,6.707793,72.254868,7.726796
