0_x,0_y,1_x,1_y
-91.221000,-76.850456,-91.730523,-78.633711
-89.947194,-74.048198,-91.730523,-75.831453
-89.182910,-73.029195,-90.456716,-75.321951
-87.909103,-71.245939,-89.182910,-72.519693
-87.654342,-69.207933,-87.909103,-71.500690
-84.851968,-67.679429,-86.890058,-69.207933
-85.106729,-66.150924,-86.890058,-67.679429
-82.813877,-65.386672,-83.832922,-66.405675
-82.559116,-62.329663,-84.087684,-64.622420
-81.285309,-62.074912,-81.794832,-62.839164
-80.011503,-59.017903,-82.049593,-61.565410
-78.737696,-58.763152,-79.756741,-59.527404
-77.973412,-55.960894,-79.756741,-57.998900
-76.954367,-54.941891,-77.463890,-57.489398
-75.680561,-53.413386,-77.209128,-54.432389
-74.661515,-52.394383,-75.935322,-54.687140
-73.642470,-50.865879,-74.661515,-51.884882
-73.132947,-49.082623,-73.642470,-50.611128
-70.330573,-47.554119,-72.878186,-49.337374
-71.094857,-46.025614,-71.604380,-47.554119
-68.802005,-44.242359,-69.566289,-46.280365
-68.802005,-42.459103,-69.821050,-43.987608
-66.254392,-41.949602,-68.037721,-43.732857
-65.744870,-39.147344,-67.273437,-40.930599
-65.235347,-38.637842,-66.509153,-40.930599
-63.961540,-36.090334,-64.980586,-37.873590
-62.942495,-35.326082,-64.216302,-36.599836
-61.413927,-33.542827,-62.942495,-35.326082
-61.159166,-32.269073,-62.432973,-34.307079
-59.375837,-31.504821,-59.885359,-32.014322
-58.356792,-28.702562,-60.649643,-30.740569
-57.592508,-28.193061,-58.102030,-30.485818
-56.828224,-26.664556,-57.847269,-28.447812
-55.044895,-25.900304,-55.809179,-26.919307
-54.535372,-24.117049,-56.573462,-25.645553
-53.006804,-22.843295,-53.771088,-24.626550
-50.968714,-21.824292,-54.025849,-22.588544
-51.732998,-20.295787,-52.497282,-22.843295
-48.930623,-19.276784,-50.968714,-21.060040
-49.440146,-18.257781,-49.694907,-20.805289
-47.402055,-18.767283,-48.675862,-18.767283
-46.892533,-16.219775,-47.911578,-18.257781
-45.873488,-16.729277,-46.892533,-17.493529
-44.344920,-14.946021,-46.128249,-16.474526
-43.580636,-14.946021,-43.835397,-15.710274
-42.561591,-13.927018,-44.344920,-14.691271
-41.287784,-12.908015,-42.052068,-13.672268
-40.268739,-12.398514,-42.052068,-12.398514
-38.994932,-11.379511,-40.013977,-12.653265
-37.466364,-10.360508,-40.013977,-10.360508
-37.466364,-9.341505,-38.485410,-11.124760
-35.428274,-9.596256,-37.211603,-9.086754
-34.918751,-7.303499,-36.447319,-9.596256
-33.899706,-7.558249,-35.428274,-8.322502
-33.135422,-5.774994,-33.899706,-7.558249
-32.116377,-6.793997,-32.880661,-6.539246
-30.842570,-5.265493,-32.880661,-5.774994
-30.587809,-4.755991,-30.333048,-5.520243
-28.040196,-5.010742,-30.333048,-5.520243
-28.549719,-4.501240,-28.294957,-5.520243
-25.747344,-4.501240,-28.294957,-4.246490
-26.256867,-3.736988,-26.766390,-4.501240
-23.709254,-5.010742,-24.728299,-4.246490
-23.454493,-3.991739,-24.728299,-4.501240
-22.435447,-4.755991,-23.709254,-4.246490
-21.416402,-3.227487,-23.454493,-4.246490
-20.652118,-4.246490,-20.906879,-4.501240
-19.633073,-4.246490,-21.416402,-4.501240
-19.633073,-4.246490,-18.868789,-5.265493
-16.575937,-4.246490,-19.378312,-3.736988
-17.340221,-4.246490,-17.340221,-4.755991
-14.537847,-4.755991,-16.066415,-3.736988
-14.792608,-3.991739,-15.047369,-4.755991
-13.264040,-4.755991,-14.283085,-4.246490
-12.244995,-3.482237,-13.264040,-4.246490
-11.225950,-5.010742,-11.480711,-4.501240
-9.952143,-4.246490,-11.735472,-4.246490
-9.187859,-4.246490,-10.206905,-4.246490
-7.149769,-4.246490,-9.697382,-3.991739
-7.404530,-4.246490,-7.659291,-4.246490
-5.111678,-4.501240,-7.149769,-3.227487
-5.366440,-4.246490,-5.875962,-5.010742
-3.328349,-4.501240,-5.111678,-3.482237
-2.818827,-3.736988,-3.583111,-4.755991
-1.799781,-4.501240,-3.073588,-3.227487
-0.525975,-3.227487,-2.054543,-5.010742
-0.016452,-4.755991,-1.035497,-3.991739
1.257354,-4.501240,-0.271214,-4.246490
2.276400,-4.246490,2.021638,-4.246490
4.059729,-4.246490,1.512116,-3.736988
4.059729,-4.501240,4.059729,-4.755991
5.588297,-4.246490,4.569251,-3.482237
6.097819,-4.246490,5.333535,-4.755991
8.390671,-4.246490,6.607342,-3.736988
7.881148,-3.991739,8.135910,-5.010742
10.428761,-5.265493,8.645432,-3.482237
10.174000,-3.736988,9.409716,-4.755991
12.721613,-4.755991,10.174000,-3.736988
12.976374,-3.736988,11.447807,-5.010742
13.995420,-4.501240,12.466852,-3.991739
14.759704,-3.482237,13.740658,-4.501240
16.033510,-4.246490,15.523988,-4.501240
17.816839,-3.991739,15.269226,-3.991739
17.307317,-4.501240,17.562078,-3.991739
20.109691,-4.246490,17.307317,-3.227487
19.345407,-3.991739,19.345407,-4.755991
22.402543,-4.246490,20.109691,-3.227487
22.402543,-3.736988,21.128736,-5.010742
23.421588,-5.010742,22.147781,-4.501240
24.185872,-3.736988,23.166827,-3.736988
25.204917,-3.991739,24.950156,-4.246490
26.223962,-4.501240,24.950156,-3.991739
26.988246,-4.246490,27.243008,-4.246490
29.535859,-4.246490,26.733485,-3.227487
29.026337,-4.246490,29.026337,-4.755991
31.573950,-4.246490,29.535859,-3.482237
31.064427,-4.246490,30.554905,-5.265493
33.612040,-4.755991,31.573950,-3.227487
33.102518,-3.736988,32.592995,-4.246490
35.140608,-4.755991,34.121563,-3.991739
35.904892,-4.246490,34.885847,-4.755991
36.923937,-4.246490,35.650131,-3.991739
37.942983,-3.991739,36.669176,-4.246490
38.707266,-4.246490,38.707266,-3.736988
