0_x,0_y
0.493070,-4.246490
0.747832,-3.991739
3.550206,-4.246490
3.550206,-4.246490
5.843058,-5.010742
5.843058,-3.991739
8.645432,-4.755991
8.645432,-3.482237
10.938284,-5.010742
11.702568,-3.736988
12.721613,-5.010742
14.250181,-3.991739
15.269226,-3.736988
16.797794,-4.246490
17.307317,-3.991739
20.364452,-3.991739
20.109691,-3.991739
22.912065,-4.246490
22.402543,-3.991739
25.459678,-4.755991
25.969201,-3.482237
28.262053,-4.755991
28.007292,-3.482237
29.790621,-4.755991
31.064427,-3.227487
32.338234,-4.246490
33.612040,-3.991739
34.885847,-4.246490
36.414415,-3.991739
37.433460,-3.736988
38.962028,-3.991739
39.726312,-3.991739
42.273925,-3.227487
42.273925,-1.953733
44.821538,-1.953733
44.821538,-0.170477
47.623912,0.084273
47.623912,2.886532
49.916764,3.141282
50.935809,5.943541
51.954854,6.453042
52.719138,9.000550
54.247706,10.274304
55.776274,12.312310
56.795319,13.586064
58.578648,14.859817
58.833410,16.643073
61.381023,17.916826
61.126262,19.954833
63.673875,19.954833
63.673875,21.992839
66.731010,22.757091
66.731010,25.814100
69.278623,25.814100
69.023862,29.125860
71.316714,29.380611
72.080998,32.182869
73.354804,32.437620
74.883372,35.494629
76.157179,35.494629
77.430985,38.296887
78.704792,39.825392
79.978598,41.608647
80.997643,43.646653
82.780973,44.410905
82.780973,46.194161
85.328586,47.722665
85.328586,49.505921
88.130960,50.524924
87.876199,53.581933
89.914289,53.327182
91.188096,56.129440
92.716664,57.148443
93.226186,58.931699
94.245231,60.460203
96.028561,62.243459
96.792845,64.536215
99.595219,66.064720
99.595219,68.102726
101.888071,69.631231
101.633309,72.178738
104.435684,72.942990
104.180922,75.490498
106.728536,76.254750
107.238058,79.057009
108.766626,78.802258
110.040433,81.349766
111.314239,81.349766
112.333284,83.642522
114.116613,83.387772
115.390420,84.661525
116.409465,84.916276
117.683272,87.463784
118.957078,87.718535
120.230885,88.992288
120.995169,89.756541
123.288021,90.011291
123.542782,92.558799
125.580872,92.813550
125.326111,93.832553
128.383247,94.087304
128.383247,96.380060
131.185621,96.380060
131.440382,98.672817
132.968950,98.418066
134.242757,100.456073
135.261802,101.475076
137.299892,102.748829
137.299892,103.767832
139.592744,105.041586
139.592744,106.824841
142.140357,107.334343
142.140357,108.608097
144.687970,109.117598
145.452254,111.919857
147.235583,111.410355
146.980822,113.957863
149.783196,113.957863
150.547480,116.505370
151.566526,115.995869
150.292719,117.524373
148.764151,114.467364
146.980822,114.467364
145.707016,112.174607
143.923686,110.900854
142.395119,109.372349
141.885596,107.589094
138.828460,106.315340
138.064176,105.041586
135.771325,104.022583
135.516563,101.729826
133.223711,101.475076
132.714189,98.927568
130.930860,98.672817
129.147531,96.380060
127.364201,96.125310
126.599918,94.087304
124.561827,93.323051
122.523737,91.794547
122.523737,90.266042
119.466601,90.520793
119.721362,87.463784
116.918988,88.228036
117.173749,85.425778
114.626136,85.425778
113.097568,83.897273
111.314239,83.387772
110.549955,81.095015
108.511865,80.330763
107.492819,79.311759
105.964252,77.528504
104.690445,76.254750
103.161877,74.726246
101.123787,72.433489
101.123787,69.631231
98.321412,69.121729
98.321412,65.300468
95.519038,65.045717
94.754754,61.224456
93.226186,60.969705
91.952380,57.912696
90.678573,56.893693
89.150005,55.110437
88.130960,53.327182
85.838108,52.053428
85.838108,50.270173
83.035734,48.741668
83.035734,46.703662
80.233360,45.429908
80.488121,42.627650
78.450030,42.118149
76.921463,39.315890
75.647656,38.296887
73.864327,35.239878
72.845282,34.220875
71.571475,32.437620
70.552430,31.163866
68.514339,27.852106
67.495294,26.833103
65.966726,25.304599
64.947681,23.776094
62.909591,21.992839
62.400068,20.973836
60.107216,19.190580
59.852455,17.916826
57.304842,16.643073
57.050081,14.095565
54.502468,13.840814
53.992945,11.038556
52.464377,11.038556
51.190571,7.726796
50.171525,6.962544
48.388196,4.924538
47.114390,3.141282
46.350106,1.103276
45.076299,-0.170477
42.528686,-0.679979
42.528686,-2.972736
40.745357,-2.717985
38.962028,-3.991739
37.688221,-3.227487
36.669176,-4.501240
35.140608,-3.991739
33.612040,-4.501240
32.592995,-3.736988
30.554905,-4.246490
30.045382,-4.246490
27.752530,-4.246490
27.497769,-5.010742
25.459678,-3.736988
25.459678,-3.991739
22.402543,-4.246490
22.657304,-3.227487
20.109691,-3.736988
20.109691,-4.755991
16.288271,-3.482237
16.543033,-5.265493
15.523988,-3.227487
13.740658,-4.755991
12.466852,-3.482237
11.193045,-4.246490
9.919239,-4.246490
8.390671,-4.501240
8.390671,-4.246490
5.588297,-4.501240
5.333535,-3.736988
2.531161,-4.501240
2.531161,-5.010742
1.002593,-3.736988
-0.780736,-4.755991
-1.799781,-3.482237
-3.328349,-4.501240
-4.602156,-4.246490
-5.621201,-4.246490
-6.130724,-4.246490
-8.678337,-4.246490
-9.952143,-3.991739
-11.480711,-4.246490
-11.480711,-4.246490
-14.537847,-4.246490
-14.792608,-4.246490
-17.085460,-3.991739
-16.830699,-4.755991
-19.633073,-3.227487
-20.142596,-5.520243
-21.671163,-3.482237
-22.690209,-4.755991
-24.473538,-3.227487
-25.492583,-3.991739
-26.511628,-4.246490
-29.059241,-3.991739
-28.804480,-4.246490
-30.587809,-3.736988
-31.606854,-4.755991
-33.899706,-4.246490
-34.154467,-4.755991
-36.702080,-4.755991
-36.702080,-7.048748
-39.249694,-6.539246
-39.759216,-9.341505
-41.287784,-10.360508
-42.306829,-12.908015
-44.090158,-13.672268
-44.854442,-15.455523
-46.383010,-17.238778
-47.656817,-19.022034
-49.185385,-20.295787
-51.223475,-21.824292
-51.223475,-23.607547
-54.025849,-24.626550
-53.516327,-26.409806
-56.318701,-27.938310
-56.573462,-29.976316
-59.121076,-29.721565
-58.866314,-32.778575
-60.649643,-32.778575
-62.178211,-35.326082
-63.706779,-35.580833
-64.725824,-38.383091
-65.999631,-40.166347
-67.273437,-41.949602
-67.528199,-43.732857
-70.585334,-45.770863
-70.840096,-47.044617
-73.387709,-48.827872
-73.132947,-51.120629
-75.171038,-51.630131
-76.190083,-54.687140
-77.973412,-55.196641
-78.992458,-56.979897
-80.266264,-58.508401
-81.794832,-60.546407
-82.813877,-61.565410
-83.832922,-63.348666
-85.106729,-64.877170
-86.890058,-66.405675
-86.890058,-68.188930
-89.437671,-69.717435
-89.947194,-71.500690
-92.494807,-72.774444
-91.985284,-76.086204
-95.042420,-76.595705
-95.806704,-79.907465
-97.080510,-80.162216
-98.099556,-82.964474
-99.373362,-84.238228
-101.156691,-86.021483
-101.920975,-87.295237
-103.194782,-88.314240
-103.704304,-89.842745
-105.997156,-91.116498
-106.506679,-91.880751
-109.309053,-92.899754
-109.309053,-94.173508
-111.601905,-93.918757
-111.601905,-96.466264
-113.639995,-96.211514
-114.913802,-98.249520
-116.187608,-98.249520
-117.461415,-100.287526
-118.735221,-100.797027
-120.518551,-101.816030
-120.518551,-103.089784
-122.811402,-103.344535
-123.320925,-105.892043
-125.613777,-105.637292
-125.613777,-108.184799
-127.906629,-108.184799
-128.670912,-110.222805
-130.454242,-110.222805
-131.473287,-112.770313
-133.256616,-113.789316
-134.275661,-114.553568
-135.039945,-116.082073
-137.332797,-117.355827
